Angle (deg), Distance (mm)
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-40,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-39,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-38,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-37,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-36,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-35,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-34,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-33,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-32,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-31,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-30,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-29,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-28,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-27,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-26,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-25,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-24,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-23,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-22,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-21,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-20,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-19,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-18,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-17,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-16,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-15,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-14,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-13,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-12,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-11,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-10,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-9,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-8,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-7,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-6,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-5,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-4,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-3,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-2,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
-1,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
0,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
1,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
2,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
3,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
4,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
5,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
6,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
7,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
8,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
9,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
10,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
11,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
12,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
13,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
14,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
15,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
16,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
17,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
18,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
19,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
20,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
21,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
22,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
23,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
24,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
25,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
26,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
27,67
28,67
28,67
28,67
28,67
28,67
28,67
28,67
28,67
28,67
28,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
29,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
30,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
31,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
32,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
33,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
34,67
35,67
35,67
35,67
35,67
35,67
35,67
35,67
35,67
35,67
35,67
35,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
36,67
37,67
37,67
37,67
37,67
37,67
37,67
37,67
37,67
37,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
38,67
39,67
39,67
39,67
39,67
39,67
39,67
39,67
39,67
39,67
39,67
40,67
